"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ASHGV40043945",2.26474933016666,8.42831853741667,6.60807470096529,3.06019447020251e-05,0.000772313099047303,2.49956454568089
"ASHGV40050388",-1.051066525,3.79802893116667,-6.6052771063119,3.07225162710251e-05,0.000774551011984028,2.49548410138053
"ASHGV40048831",-1.313459258,3.45787407416667,-6.60264707012393,3.08363285129431e-05,0.000776622414846817,2.49164706481895
"ASHGV40029950",1.49449800283333,6.10153324291667,6.59837347667211,3.1022224192649e-05,0.000780016567421594,2.48541015750004
"ASHGV40029385",1.23874252383333,5.30856064641667,6.59672393942679,3.10942962825581e-05,0.000781506728314179,2.48300213844429
"ASHGV40033261",-1.303966385,5.3699909765,-6.59237849614338,3.12850149749793e-05,0.000784684239142268,2.47665679612447
"ASHGV40016881",-1.231077979,3.1924208615,-6.58928466398009,3.14215614072728e-05,0.000787785276629999,2.47213750254199
"ASHGV40028653",-1.03379715216666,9.08825442458333,-6.58337752316369,3.16840418551997e-05,0.000793043184543818,2.46350501364944
"ASHGV40011533",1.54835781,4.9769520135,6.58310391473526,3.16962560157048e-05,0.000793043184543818,2.46310505497376
"ASHGV40010096",-1.07450762033333,4.516769237,-6.57636044579167,3.19988839092571e-05,0.000798323749664148,2.45324423273654
"ASHGV40037515",-1.1299901135,3.93104161658333,-6.56957448069549,3.23065315009073e-05,0.000804354866712104,2.44331491962257
"ASHGV40032523",1.32457631683333,8.04594514475,6.56893783310147,3.23355558862174e-05,0.00080474916900511,2.44238304158858
"ASHGV40052912",-1.071100796,5.3137871195,-6.56723516240501,3.24133163452169e-05,0.000806026983150169,2.43989052154544
"ASHGV40023990",-1.01441098266667,3.42495380033333,-6.56091930196507,3.27035060900535e-05,0.00081158957122384,2.43064130114552
"ASHGV40014992",-1.60782587466667,10.608259071,-6.54650330321608,3.33762957030456e-05,0.000825934740057849,2.40950919236194
"ASHGV40007162",1.2510051345,6.93942692408333,6.54279223185282,3.35518682586005e-05,0.000829942930122755,2.40406455081137
"ASHGV40055746",-1.18477666516667,4.56589395208333,-6.54016135425523,3.3676932711013e-05,0.00083168803794288,2.40020354265644
"ASHGV40014173",-1.29946484533333,5.29808656166667,-6.53968105712319,3.36998182786059e-05,0.000831916549609081,2.39949856738757
"ASHGV40003818",-1.26069469416667,3.36570744075,-6.53928492452727,3.37187059874874e-05,0.000832046224901104,2.39891710390614
"ASHGV40021640",2.5442030345,7.27776078825,6.53876895684858,3.37433243920511e-05,0.000832317149434326,2.39815970779869
"ASHGV40060190",-1.20464855883333,3.97981506591667,-6.52515769418601,3.43997294521297e-05,0.00084611410321917,2.37816621279763
"ASHGV40048793",-1.10533919983333,4.30444494708333,-6.52024600022236,3.46399278976849e-05,0.00085099314010802,2.37094514637644
"ASHGV40035017",-1.19136612233333,5.86174815,-6.51600989684569,3.48485238797507e-05,0.000854054747485104,2.36471462927785
"ASHGV40025731",3.70511516,5.99496545183333,6.51433845273372,3.4931197906146e-05,0.000855737222410541,2.3622555616558
"ASHGV40011535",1.23373753033333,7.3570019215,6.50602904133831,3.53453183339456e-05,0.000864840700084482,2.35002480282531
"ASHGV40042648",-1.53278816683333,8.97923966275,-6.4986665833183,3.57166191001092e-05,0.000872875836589934,2.33917986566714
"ASHGV40040598",-1.78711672566667,7.06909738033333,-6.4981164835352,3.57445279713795e-05,0.000872908751347381,2.33836926352552
"ASHGV40003055",-1.74021493133333,10.9568378626667,-6.49807616094074,3.5746574620102e-05,0.000872908751347381,2.33830984432097
"ASHGV40035158",1.07119353916667,7.07905969941667,6.49435800779592,3.59358343184767e-05,0.000876826701721784,2.33282981836589
"ASHGV40036296",3.4892637445,5.53590571975,6.49318338189172,3.59958463702919e-05,0.000877591102237591,2.33109818832069
"ASHGV40011031",-1.70957521016667,3.88592073625,-6.49069309505202,3.61234296054899e-05,0.000879296437273799,2.3274263803576
"ASHGV40014162",1.02654300766666,6.42967541966667,6.48929061075301,3.61954942621504e-05,0.000880348282922865,2.32535810527013
"ASHGV40015722",1.10282549633333,7.03228996516667,6.48414758178153,3.64610756014699e-05,0.000884226102494363,2.31777122417273
"ASHGV40055048",2.40714540483333,4.68690121441667,6.4807895721521,3.66356004469117e-05,0.000887515236868732,2.31281557826308
"ASHGV40024323",-1.10681208516667,4.44065126925,-6.47546220000415,3.69143076929969e-05,0.000892495527994233,2.30495038970825
"ASHGV40045734",2.26370705016667,9.00825483108333,6.47477042356577,3.69506641747499e-05,0.000893020724990074,2.30392877991371
"ASHGV40036016",1.08654756016667,3.37667046858333,6.47328940746998,3.70286277165255e-05,0.000894342623024074,2.30174140350687
"ASHGV40033836",1.22459620266667,6.82016217666667,6.47317473240267,3.70346717419677e-05,0.000894342623024074,2.30157202223067
"ASHGV40010288",-1.187457387,9.7080034615,-6.47131633767661,3.71327663968482e-05,0.000896236377348653,2.29882681752472
"ASHGV40009136",1.18572240166667,11.2637103891667,6.46429349682399,3.75059722856638e-05,0.000903079881797829,2.28844839586286
"ASHGV40028985",1.330882183,10.1800824418333,6.46157394071228,3.76515661762688e-05,0.000905655961505962,2.28442756505467
"ASHGV40020717",1.901446011,6.09975670616667,6.45509809912393,3.80006865083383e-05,0.000912461626939653,2.27484896443615
"ASHGV40021292",-1.63433684366667,3.74087594733333,-6.45466388451895,3.80242186239437e-05,0.000912461626939653,2.27420649631991
"ASHGV40007422",-1.02608047933333,4.288733332,-6.44924137318358,3.83194012850154e-05,0.000918461564814131,2.26618108358324
"ASHGV40036594",1.52931642433333,6.42984681983333,6.4438292266027,3.86164559189677e-05,0.00092305414668732,2.25816692448977
"ASHGV40003199",-1.14452447016667,4.62986531041667,-6.44302885122561,3.86605937197776e-05,0.000923736911180778,2.25698140387008
"ASHGV40056586",2.8291700285,6.69801362975,6.43566563851598,3.90691795181934e-05,0.000930494402263802,2.24607077992875
"ASHGV40026136",-1.858672255,4.09076807683333,-6.42395271353968,3.97286417350584e-05,0.000943346549898912,2.22869927788459
"ASHGV40047040",-1.36399302716667,3.45015993058333,-6.4213234626727,3.98782978898432e-05,0.000945211529207588,2.22479719074219
"ASHGV40051397",1.35075192633334,6.18070119883333,6.421212440585,3.98846304357226e-05,0.000945211529207588,2.22463240095694
"ASHGV40017909",-1.14043170033333,6.55844461433333,-6.41534925078073,4.02205857920464e-05,0.000952064013721427,2.21592723918389
"ASHGV40006022",1.05184238383333,5.13135049441667,6.41116532726564,4.04621634739122e-05,0.000955928402567565,2.20971237341067
"ASHGV40034265",-1.255781495,3.850713886,-6.41021764849013,4.05170964244292e-05,0.000956485606268614,2.20830433688359
"ASHGV40050764",-1.02866178383333,5.82626115841667,-6.40149501207237,4.10264583284022e-05,0.000965149804561456,2.19533857876869
"ASHGV40028798",-1.33547455366667,3.39714063516667,-6.40119771700532,4.10439387676425e-05,0.000965188947728945,2.19489647735661
"ASHGV40023458",1.57081303166667,6.67472265516667,6.39941186093115,4.11491111679359e-05,0.000967289429858291,2.1922405073991
"ASHGV40043048",1.5029422005,4.26869745608333,6.39649895190523,4.1321274371932e-05,0.000969469222327098,2.18790739963938
"ASHGV40043254",2.58482029216667,7.73643233191667,6.38759277187464,4.1852437619933e-05,0.000978920334733151,2.17465162424904
"ASHGV40046282",-1.611228353,5.68589112633333,-6.38599324381598,4.19486012956568e-05,0.000980793657266728,2.1722697448233
"ASHGV40033508",-1.438697831,5.17151625766667,-6.38228744945714,4.21722992767187e-05,0.000984818169698916,2.16675002029986
"ASHGV40039468",1.15470532033334,7.8561480545,6.37830023635551,4.24144047728746e-05,0.000989410029380695,2.1608089816819
"ASHGV40048405",-1.15717202633333,3.42682493416667,-6.36871966772683,4.30022147823627e-05,0.00100006370231665,2.14652462235486
"ASHGV40057506",-1.11594938466667,4.49107788633333,-6.36736801981719,4.30858402897807e-05,0.00100086422453124,2.14450831926327
"ASHGV40030662",1.17895722466667,6.04178690383333,6.36366126174487,4.33160649339386e-05,0.00100391349940069,2.13897749908118
"ASHGV40028355",-1.63148308416667,3.76810129841667,-6.36343149767266,4.33303785105617e-05,0.00100391349940069,2.1386346068797
"ASHGV40057019",-2.74415321083333,4.09025648958333,-6.36332611244525,4.3336945362842e-05,0.00100391349940069,2.13847733102564
"ASHGV40018712",1.53102817183333,6.40071129341667,6.35801377372662,4.36693496356496e-05,0.0010090414207368,2.13054723530214
"ASHGV40019571",1.59826927016667,4.29611875991667,6.35482590972849,4.38701239001493e-05,0.00101215877313191,2.12578659280628
"ASHGV40045164",-1.6127665325,4.70302170191667,-6.35391062166698,4.39279509764067e-05,0.00101263438542298,2.12441947124377
"ASHGV40015010",1.11099917916667,7.12969953008333,6.35218026615032,4.4037495209795e-05,0.00101409211610662,2.12183460219438
"ASHGV40030925",-1.296339722,7.54303741816667,-6.34772976772555,4.43205831568858e-05,0.00101830544674917,2.11518435642569
"ASHGV40040801",1.46081567516667,4.92502314525,6.34616595242062,4.4420514169058e-05,0.00101983350513642,2.11284693547782
"ASHGV40032352",-1.51207472466667,3.48159115633333,-6.34582021029765,4.44426401760773e-05,0.00101995775633883,2.1123301115229
"ASHGV40057522",-1.35345217316667,5.01027634241667,-6.34372543030404,4.45769483113556e-05,0.0010218871877356,2.10919842392866
"ASHGV40026581",-1.4355611555,3.37484563275,-6.34113490870749,4.47436393222376e-05,0.00102347791628418,2.10532475422785
"ASHGV40048610",-1.25529008916667,3.36791631858333,-6.34084010013028,4.47626512526584e-05,0.00102347791628418,2.1048838602159
"ASHGV40050187",-1.0242724,7.27969032883333,-6.34082319894272,4.47637414552058e-05,0.00102347791628418,2.10485858367445
"ASHGV40021625",3.12440588533333,11.5759156256667,6.33789436690947,4.4953091985616e-05,0.00102631055453223,2.10047776944865
"ASHGV40051173",-1.17159300233333,3.56017376566667,-6.3362925523762,4.50570107945406e-05,0.0010274884255329,2.09808133924724
"ASHGV40047673",-1.39699141683333,5.22510518308333,-6.32999966128722,4.54677498225077e-05,0.00103360587231344,2.08866323742524
"ASHGV40011609",-1.06658082566667,7.372562925,-6.32984781713156,4.54777098708965e-05,0.00103360587231344,2.08843591497309
"ASHGV40025219",2.37568681333333,5.07016129616667,6.32480863242963,4.58095710873612e-05,0.00103882692903572,2.08089003134958
"ASHGV40002018",1.02939654333333,5.2539528215,6.32419331621103,4.58502697583956e-05,0.00103936361877278,2.07996838741236
"ASHGV40012055",1.881389921,4.12684354733333,6.31860306296003,4.62217929508548e-05,0.00104617354547508,2.07159266134019
"ASHGV40051655",-1.09630963066667,4.54378444616667,-6.31390040855756,4.65368097567232e-05,0.00105141143228222,2.06454340538633
"ASHGV40013585",3.53174315183334,6.93081906141667,6.29933520482078,4.75270787866941e-05,0.00106785436519853,2.04269054300488
"ASHGV40013769",-2.567902327,5.40753525616667,-6.29764754670638,4.76432626712648e-05,0.00106889061075414,2.04015654453436
"ASHGV40036392",-1.37973446483333,3.59795559591667,-6.29712709483971,4.76791532507824e-05,0.00106930270046885,2.03937501159439
"ASHGV40028048",1.43303180966667,5.75659295266667,6.29563731885993,4.77820480501114e-05,0.00107095810892779,2.03713768953575
"ASHGV40056968",1.16267391683334,4.64228137125,6.28800565044589,4.83128671865432e-05,0.00107954756762783,2.02567168184901
"ASHGV40044326",-1.36446513116667,3.86806441025,-6.28348044241802,4.86305791358653e-05,0.00108466098727597,2.01886903320689
"ASHGV40027727",-1.21375630233333,6.102969594,-6.28135294098751,4.87807176491798e-05,0.00108721494295966,2.01566981138053
"ASHGV40040792",1.448232446,8.06824536233333,6.27799631272079,4.90186003780647e-05,0.00109171936842008,2.01062100154442
"ASHGV40012803",1.29469298683333,10.2719286765833,6.27671405778192,4.91097989234633e-05,0.00109335146643759,2.00869190370148
"ASHGV40040157",1.64741425033333,7.58925752983333,6.27381507674981,4.93166512678208e-05,0.001096011615315,2.00432965858622
"ASHGV40003332",-1.339022079,9.31352636283333,-6.27148110616511,4.94838620843758e-05,0.00109887307126526,2.00081675519719
"ASHGV40043526",1.36578699316667,5.34728647525,6.26969779266424,4.96120293004802e-05,0.00110091799128455,1.99813214012934
"ASHGV40008547",-1.16991690133333,7.09617569616667,-6.26310004008762,5.00892922657097e-05,0.0011098943250627,1.98819594084066
"ASHGV40004849",-1.31059919133333,3.8025307785,-6.25813416341145,5.04517324687867e-05,0.00111639952165775,1.98071330504338
"ASHGV40053286",-1.77694545433333,3.48775269483333,-6.25798640193885,5.04625596838745e-05,0.00111639952165775,1.98049060334776
"ASHGV40050999",-1.001773395,3.303275228,-6.25481245085333,5.06957289378858e-05,0.00111947445703944,1.97570617718739
"ASHGV40012281",-1.37681392383333,5.17027185625,-6.25139184941569,5.09483024228888e-05,0.00112224830002825,1.97054836268192
