"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ASHGV40052218",1.75994990183333,4.88750585891667,8.72295994745126,2.05535369908625e-06,0.000118774530429014,5.29354679727429
"ASHGV40050153",-1.257596107,4.1469149755,-8.71973315671962,2.06305920402211e-06,0.000119097772876658,5.28969468080197
"ASHGV40028986",1.32127554833334,12.5924023408333,8.71898483530019,2.06485061129236e-06,0.000119097772876658,5.28880117575481
"ASHGV40026039",-1.13996347383333,7.19196883658333,-8.71638431096447,2.07108902268247e-06,0.000119199472010399,5.2856956341764
"ASHGV40034788",-1.10193613983333,10.0397503100833,-8.71580820843716,2.07247377757986e-06,0.000119199472010399,5.28500755197664
"ASHGV40047300",-1.40542740333333,13.09762441,-8.71405050225435,2.07670486076783e-06,0.000119218097293976,5.28290796470202
"ASHGV40056349",3.04787853166667,12.1984118608333,8.70754099417467,2.09245535438018e-06,0.000119611541528848,5.27512934179412
"ASHGV40002521",-1.14142370983333,6.40376705125,-8.70716921568413,2.09335878265617e-06,0.000119611541528848,5.27468493803332
"ASHGV40011169",-1.31409281833333,14.3083683541667,-8.70549557150618,2.09743096300684e-06,0.000119732111399934,5.27268416467767
"ASHGV40010322",1.2240942815,4.76536578841667,8.69716009030781,2.11783941361097e-06,0.000120553557372291,5.26271479821592
"ASHGV40008367",1.2848143065,5.15147661241667,8.68489279876694,2.14826363882074e-06,0.000121679484988707,5.24802885997171
"ASHGV40045686",-1.04597134033334,8.16411329416667,-8.67964709698974,2.16141665670706e-06,0.000122077641405266,5.24174378606753
"ASHGV40018187",-1.44684475983333,3.72186314525,-8.67905924662088,2.16289601151682e-06,0.000122077641405266,5.24103926910501
"ASHGV40049004",3.6559131915,7.62518793375,8.67841221241218,2.1645255637208e-06,0.000122077641405266,5.24026377793927
"ASHGV40014591",-1.4876200145,4.73847072008333,-8.6735349760959,2.17685140387723e-06,0.000122546291577679,5.2344167515913
"ASHGV40045302",1.23176318366667,4.3789468295,8.66866450263013,2.18923547114297e-06,0.000122945965763342,5.22857518357159
"ASHGV40043473",3.72375817733333,8.16901113316667,8.66493116084902,2.19877943898892e-06,0.000123325658533879,5.2240956797189
"ASHGV40010498",-1.55240370516667,5.66021379425,-8.65235391614043,2.23126260279695e-06,0.00012468916581784,5.20899322815411
"ASHGV40022370",2.3671487345,8.44987128641667,8.64255844955292,2.25691851345944e-06,0.000125548035884548,5.19721880912797
"ASHGV40017585",2.646869909,6.066141168,8.64045570836982,2.26246716182105e-06,0.000125627657946285,5.19468985569155
"ASHGV40025237",1.04949687666667,15.8820132266667,8.63283542605588,2.28269849421457e-06,0.00012629646600318,5.18552083846544
"ASHGV40033103",-1.04695863116667,7.61638558191667,-8.62758073265722,2.29676256883846e-06,0.000126793787173427,5.17919439524082
"ASHGV40021668",-1.257619512,9.66760098566667,-8.62600413541615,2.30100043851021e-06,0.000126793787173427,5.17729563016295
"ASHGV40045245",-1.173654415,6.0138148015,-8.62568396862168,2.30186206818946e-06,0.000126793787173427,5.17691000519276
"ASHGV40009165",-1.28670040733333,4.71490744683333,-8.62557022225451,2.30216826475087e-06,0.000126793787173427,5.17677300058401
"ASHGV40031320",-1.06107816266667,4.358184037,-8.62136351912564,2.31352319174219e-06,0.000127304273447137,5.17170511323584
"ASHGV40043510",1.17468415233334,5.29506031766667,8.61989246029542,2.3175081336324e-06,0.000127371572230646,5.169932434447
"ASHGV40057000",1.23469687016667,6.83288795408333,8.61104412085005,2.34163350739812e-06,0.000128387999241207,5.15926473690728
"ASHGV40032944",1.428340313,3.48783409466667,8.60285164396282,2.36421139626341e-06,0.000129277451832955,5.14937990775421
"ASHGV40043079",2.04743160733333,9.5405712505,8.59535074392487,2.3850885906462e-06,0.000130302279458902,5.14032289170142
"ASHGV40024741",-1.1625296645,8.21924814975,-8.57938386559005,2.43019174564126e-06,0.000132174706850278,5.12102245148669
"ASHGV40027277",5.64897933966667,7.356611459,8.57341353165775,2.44729141806969e-06,0.000132867892790289,5.11379824230353
"ASHGV40027501",1.56182699416667,8.19282338591667,8.57151115350021,2.45276715880282e-06,0.000133046811643363,5.11149548535672
"ASHGV40044391",-1.12310870583333,5.80827006508333,-8.5621480397227,2.47991016514233e-06,0.000134280424061797,5.1001558279998
"ASHGV40032157",-1.418887624,8.123012702,-8.55711923578296,2.49462139193243e-06,0.000134718385682553,5.09406135559783
"ASHGV40006429",1.65185723166667,11.0111560958333,8.54704507347586,2.52437513606891e-06,0.000135914811906432,5.08184373477632
"ASHGV40022418",-1.08655064666667,4.80398434733333,-8.54647718777915,2.52606368477708e-06,0.000135914811906432,5.08115467887406
"ASHGV40043547",-1.10878042166667,3.219537573,-8.54585598449643,2.52791215773795e-06,0.000135914811906432,5.08040088710873
"ASHGV40050488",1.877149038,5.95049102883333,8.53361122230219,2.56464632961079e-06,0.000137476384129456,5.06553369218962
"ASHGV40019604",-1.20829672866667,6.0772482045,-8.53359359402723,2.56469962589216e-06,0.000137476384129456,5.06551227624339
"ASHGV40024946",2.65845221766667,5.6070583305,8.5331743437267,2.56596751316614e-06,0.000137476384129456,5.06500293399702
"ASHGV40055953",-1.1971419105,3.97648541625,-8.53111764096778,2.57219711034025e-06,0.000137643960813033,5.06250398098321
"ASHGV40032867",1.633025153,5.2959919675,8.52385613011316,2.59432197834058e-06,0.000138630389147334,5.05367719367223
"ASHGV40046326",-1.48135973,3.5124873895,-8.51769314222181,2.61326023002533e-06,0.000139479437815835,5.04618102312333
"ASHGV40009584",-1.78982675566667,3.68745339633333,-8.51652023520866,2.61688125268517e-06,0.000139479437815835,5.04475390264655
"ASHGV40028988",-1.07019862033333,3.38948037783333,-8.51645979913524,2.61706797815827e-06,0.000139479437815835,5.04468036354281
"ASHGV40009586",-1.09361722333333,11.9815823116667,-8.50939892145743,2.63898236919745e-06,0.000140402144810728,5.03608576947892
"ASHGV40021150",-1.10080643483333,4.90020873541667,-8.49370029630188,2.68841485426666e-06,0.000142783140179955,5.01695684708691
"ASHGV40012065",-1.09999187516667,4.78966485475,-8.48404139012798,2.71932288558766e-06,0.000144173726994006,5.00517341258178
"ASHGV40044108",2.28683887516667,4.48902621541667,8.48159643754734,2.7272070161129e-06,0.00014433756471434,5.00218899013587
"ASHGV40010105",1.65000834333334,13.3392779383333,8.47925771426321,2.73477157767256e-06,0.000144348065564755,4.99933359704703
"ASHGV40032807",-1.68186795316667,3.69791355941667,-8.47863061594039,2.73680374702448e-06,0.000144348065564755,4.99856785415636
"ASHGV40011199",-2.28296864683333,4.09918452375,-8.4674106959484,2.77343843230349e-06,0.000145650866517115,4.98485973420461
"ASHGV40022226",-1.27016923983333,6.10524785991667,-8.46003804991486,2.79779780963382e-06,0.000146642551961111,4.97584424175312
"ASHGV40025288",1.224799355,5.07358068433333,8.45983955687822,2.79845680379614e-06,0.000146642551961111,4.97560143248031
"ASHGV40025206",-1.44503076183333,6.49626584008333,-8.45738380466041,2.80662367499154e-06,0.000146887995834206,4.97259702726423
"ASHGV40044990",-1.05333013183333,8.50419449208333,-8.45383582172283,2.81846812776091e-06,0.000147255307387399,4.96825514975542
"ASHGV40038060",-1.188165142,3.03569395183333,-8.44705807333391,2.84124424053044e-06,0.000148191528661649,4.95995680484553
"ASHGV40031263",1.203066074,4.99087988533333,8.44368627560154,2.85264848879427e-06,0.000148364761823327,4.95582657729011
"ASHGV40060828",-1.00087419333333,9.10022344616667,-8.43978723186683,2.8658973519353e-06,0.000148746087963834,4.95104888172481
"ASHGV40044780",1.5958486595,9.83939240858333,8.42743428958295,2.90831064854581e-06,0.000150659379471018,4.93590066712397
"ASHGV40044779",1.31314841166667,11.1164799941667,8.42418668604897,2.91957274458183e-06,0.000150986446750307,4.93191527122846
"ASHGV40060535",2.1725896045,7.16572085208333,8.40575115024937,2.98439798936026e-06,0.000153947508793508,4.90926853430678
"ASHGV40050262",-1.2697529085,4.23962490458333,-8.40234031402336,2.99656017562011e-06,0.000154444331213717,4.90507427322377
"ASHGV40046595",-1.012902471,3.329637465,-8.39202212685447,3.03367748020716e-06,0.000155671662262767,4.89237796078054
"ASHGV40034253",1.0651932485,6.44219872125,8.39198620961769,3.03380754340778e-06,0.000155671662262767,4.89233374391157
"ASHGV40043168",2.03342942333333,6.324913554,8.3864342516921,3.05398444483911e-06,0.000156478880572512,4.8854970668454
"ASHGV40040761",-1.71632786266667,3.57792203083333,-8.38461283473956,3.06063519011744e-06,0.000156688088793395,4.88325339945044
"ASHGV40002514",-1.16133302033333,3.22990469366667,-8.37616850331654,3.09167281606787e-06,0.000158012587959835,4.87284644770602
"ASHGV40028317",-1.03862632266667,8.8081434825,-8.37314142987606,3.1028811671101e-06,0.000158452067231571,4.86911381749401
"ASHGV40019070",-1.2197103275,6.31487873758333,-8.37174162316742,3.10807898391352e-06,0.000158452307363691,4.86738738224847
"ASHGV40034857",-1.80185923083333,4.60188680491667,-8.36689730375982,3.12613940287396e-06,0.00015916142789116,4.86141094649269
"ASHGV40029509",-1.41779876766667,4.52056421766667,-8.36521937295764,3.13242125880446e-06,0.00015916142789116,4.85934024992283
"ASHGV40051129",-1.3609202145,4.00524171625,-8.3585810276877,3.15740720692982e-06,0.000160297518632018,4.85114481923584
"ASHGV40050919",1.788782579,10.1460593221667,8.35518614155887,3.17026780501138e-06,0.000160752461181681,4.84695165675733
"ASHGV40053831",1.50270252166666,12.1164192508333,8.35289409796232,3.17898239167858e-06,0.000160991055161654,4.8441199042128
"ASHGV40027929",-1.046139541,7.0517120265,-8.3512646961796,3.18519318925718e-06,0.000161166404911386,4.84210645551213
"ASHGV40036002",-1.6459884225,4.98695619175,-8.33653747145395,3.24192383556956e-06,0.000163230330149997,4.82389406775147
"ASHGV40045749",-1.03349897733333,6.24984812683333,-8.33205944832066,3.25938799794463e-06,0.000163704438836686,4.81835133429029
"ASHGV40056820",1.7386021605,6.98136710658333,8.32153654636317,3.30082593009309e-06,0.000165100574135789,4.80531728849103
"ASHGV40044949",-1.21572001333333,4.25351910083333,-8.32065634233363,3.30431761865212e-06,0.000165100574135789,4.80422645182964
"ASHGV40050594",-1.199563104,3.496566226,-8.3202014104493,3.30612384625614e-06,0.000165100574135789,4.80366261947443
"ASHGV40054621",-3.079844975,9.6275401175,-8.31914445366448,3.31032440307682e-06,0.000165175172831856,4.80235255791989
"ASHGV40026440",1.0488068645,7.24814936858333,8.31621630882836,3.32199139372343e-06,0.000165543260625714,4.79872254348065
"ASHGV40039669",1.15709459333334,11.1447915883333,8.30668111285228,3.36029074297613e-06,0.000166849782180126,4.78689485688636
"ASHGV40027116",1.18027180033333,5.62021305933333,8.30188429337749,3.37973681075093e-06,0.000167431301146583,4.78094075718035
"ASHGV40003255",2.2258356595,4.03660565641667,8.2997410381191,3.3884644880052e-06,0.000167431301146583,4.7782795523177
"ASHGV40007447",-1.32554682516667,4.05033889641667,-8.29409159725652,3.41158609232103e-06,0.0001681715145707,4.77126226934927
"ASHGV40000665",1.73936101033333,6.84992147416667,8.28210056553419,3.46122540442935e-06,0.000170336950870884,4.75635561000992
"ASHGV40018217",-1.664795426,4.16816420783333,-8.27806392601341,3.47810991832097e-06,0.000170854936391384,4.7513336750981
"ASHGV40005232",3.108433788,7.549316944,8.27665171143235,3.48403781419989e-06,0.000170908298692712,4.74957630550903
"ASHGV40020719",-1.19061410933333,6.398548552,-8.27461114906674,3.4926224252892e-06,0.000171191799904296,4.74703660313985
"ASHGV40019482",1.0869344465,3.98956888108333,8.27332021126575,3.49806510570042e-06,0.000171218510437193,4.74542963846604
"ASHGV40007095",-1.35970147066667,3.3403261165,-8.26527487952037,3.53219065604039e-06,0.000172438722075367,4.73541037651983
"ASHGV40010149",2.06647749983333,7.71506243958333,8.25698895580075,3.56771066252373e-06,0.000173807847556876,4.72508356090687
"ASHGV40031076",2.0611298135,7.90658105291667,8.25674087285502,3.56878003717825e-06,0.000173807847556876,4.72477424888476
"ASHGV40015868",1.31152323683333,7.21266536975,8.25448010514947,3.57854106876049e-06,0.000174144250542297,4.72195517077383
"ASHGV40054219",-1.05381965116667,7.08298756625,-8.25376293269598,3.58164349943927e-06,0.000174156344948034,4.72106076285661
"ASHGV40013586",1.18891620833333,13.1611714441667,8.25275268491172,3.58601865054611e-06,0.000174161801019058,4.71980074920672
"ASHGV40003290",-1.26269694116667,3.22183477508333,-8.2524193088811,3.58746368446768e-06,0.000174161801019058,4.71938492556411
"ASHGV40041173",1.09053249866667,7.03428029366667,8.25147971570742,3.59153975990194e-06,0.000174221082915943,4.71821289029564
"ASHGV40003022",1.01247725583333,4.99212760408333,8.24951815061837,3.6000653150048e-06,0.000174495937873592,4.71576572753776
"ASHGV40029544",1.24205963533333,8.28544213083333,8.24264382289518,3.63011514271911e-06,0.000175673391331714,4.70718604930087
"ASHGV40037325",-1.65638714883333,3.43870119375,-8.23562575513186,3.66107128769196e-06,0.00017661123656926,4.69842124223632
"ASHGV40026450",1.72770884333333,4.780510271,8.23346094569852,3.67067719269305e-06,0.000176934759089179,4.69571646041438
"ASHGV40056257",-1.36023540533333,3.34621600016667,-8.22898804384897,3.69061061234094e-06,0.000177625594892321,4.69012612738755
"ASHGV40014045",-1.09627414833333,4.41809447033333,-8.22893879661199,3.69083072763935e-06,0.000177625594892321,4.69006456397835
"ASHGV40028660",-1.06971937233333,7.58387078433333,-8.22749747929856,3.69727908146476e-06,0.000177655715486067,4.68826266316406
"ASHGV40018411",-1.8157433865,4.46950821041667,-8.22631553605022,3.70257603967437e-06,0.000177770259830912,4.6867848431133
"ASHGV40017373",-1.47205935516667,4.80830993725,-8.2253590404127,3.70686860348116e-06,0.000177836438411033,4.68558878670584
"ASHGV40009834",-1.00769714733333,3.03483457816667,-8.22205013720754,3.72175956699504e-06,0.000178270530468057,4.68145031511898
"ASHGV40054488",-1.42270174716667,4.77000589441667,-8.22025346823359,3.72987195605303e-06,0.00017842847760578,4.67920266650604
"ASHGV40038057",-1.01198174733334,8.42058177866667,-8.2200250125244,3.73090484768247e-06,0.00017842847760578,4.67891683915172
"ASHGV40029162",-1.11542869966667,3.57530396033333,-8.21715690580268,3.74389826125652e-06,0.00017876967722607,4.67532794683436
"ASHGV40038257",-1.0026054515,5.31722423125,-8.215357836003,3.7520733928889e-06,0.000179019958348438,4.6730762567692
"ASHGV40028966",-1.02152562233333,5.61679050316667,-8.20185216124481,3.81405971831377e-06,0.000181586229686412,4.65616055362481
"ASHGV40003935",1.11812249933333,5.5097993675,8.20169515647915,3.81478674714834e-06,0.000181586229686412,4.65596378033289
"ASHGV40048480",-1.2185526685,5.11667616558333,-8.19097785344807,3.86476787379876e-06,0.000183443139111737,4.64252495199274
"ASHGV40017699",-1.30361872016667,6.06380814141667,-8.17950689039638,3.9190436222605e-06,0.000184981146906913,4.62812603001077
"ASHGV40036848",-1.55287437833333,3.59232827516667,-8.17942128374362,3.91945173949002e-06,0.000184981146906913,4.62801851373837
"ASHGV40031740",-1.08047155266667,4.84289114066667,-8.1775820001942,3.92823128419147e-06,0.00018516500609167,4.62570828605673
"ASHGV40025599",1.17972055683334,8.00880139775,8.17606577941404,3.93548461098742e-06,0.00018516500609167,4.62380353926993
"ASHGV40052414",1.19853043516667,9.46493360125,8.16044427436766,4.01105776981415e-06,0.00018756382325298,4.60416321353587
"ASHGV40037676",1.31688345366667,3.49824718,8.1591446560066,4.01741483365027e-06,0.00018771724564217,4.60252794834045
"ASHGV40044319",-1.79719865833333,4.34942327316667,-8.15728975299828,4.02650680325571e-06,0.000187986338675773,4.60019364021704
"ASHGV40037096",-1.39566208083333,3.99561059075,-8.15671370039767,4.02933486805045e-06,0.000187986338675773,4.59946862200392
"ASHGV40009459",2.22076110483333,10.2692234709167,8.15329230209934,4.04617583075301e-06,0.00018823208530712,4.59516164745157
"ASHGV40050451",2.04255987133333,4.41383460066667,8.15295223546085,4.04785384540578e-06,0.00018823208530712,4.59473348383591
"ASHGV40047529",-1.050536834,8.97411177683333,-8.14783860548645,4.07317665339615e-06,0.000188733129914082,4.58829347041751
"ASHGV40057341",-1.32908427633333,5.05305424566667,-8.14459346533945,4.08933481099112e-06,0.000189058516600527,4.58420498739882
"ASHGV40003270",-1.97761634333333,10.45279792,-8.14329281370338,4.09583029886435e-06,0.000189208136379938,4.58256597257856
"ASHGV40025763",1.88342675233333,5.68146842966667,8.13912935589513,4.11669728104191e-06,0.000189757143257019,4.57731804257633
"ASHGV40001236",-1.00866593083333,3.19425205991667,-8.13906048404959,4.11704342016736e-06,0.000189757143257019,4.57723121407219
"ASHGV40052488",3.56283744466667,4.82474223066667,8.13203109660373,4.15253685166272e-06,0.000191104380720864,4.5683661155163
"ASHGV40023212",1.4207989895,5.74449787258333,8.12869834134812,4.16947954506644e-06,0.000191606607692658,4.56416096162979
"ASHGV40016976",1.72482797516667,10.6507938574167,8.12766753135397,4.17473487382183e-06,0.000191692265568174,4.56286005377195
"ASHGV40043133",1.92091169783333,3.77861421625,8.12381942513701,4.19441638209774e-06,0.000192451176918145,4.55800252942224
"ASHGV40008285",2.97834755083333,4.61263639225,8.11830811264669,4.22277815843698e-06,0.000193026827221317,4.5510424394415
"ASHGV40005784",-1.30532463166667,4.23411644783333,-8.11606723421775,4.23436874203619e-06,0.000193411765055402,4.54821145779607
"ASHGV40007294",-1.09463606666667,4.18233844683333,-8.11415569761972,4.24428284368871e-06,0.000193534594993217,4.54579607194509
"ASHGV40040182",-1.0047199835,3.24390776641667,-8.11371496576719,4.24657221250521e-06,0.000193534594993217,4.54523910865345
"ASHGV40017667",-1.162071213,5.67324165933333,-8.11287254453643,4.25095183352587e-06,0.000193589615439614,4.54417445647004
"ASHGV40001974",-1.50531630383333,3.91487938941667,-8.11186162587389,4.25621384707882e-06,0.000193684708280491,4.54289674537976
"ASHGV40020810",-1.130169278,3.20588632616667,-8.10805289680456,4.27610183631045e-06,0.000194444738046951,4.53808175560943
"ASHGV40043170",1.49921038416667,9.67095833341667,8.10702181536287,4.28150295792195e-06,0.000194545373420871,4.53677796601822
"ASHGV40007570",-2.2314110775,4.51459382325,-8.10294096185801,4.30295166359259e-06,0.000195229235924962,4.53161653191018
"ASHGV40006821",-1.02526221583333,7.39482161258333,-8.10219322807863,4.30689418970726e-06,0.000195238886459668,4.53067058793696
"ASHGV40012898",1.172416168,3.8192552155,8.10066461345626,4.31496608265069e-06,0.000195238886459668,4.52873655835013
"ASHGV40010391",-1.51851805183333,3.35186408091667,-8.0976509679428,4.33092731720757e-06,0.000195770747115018,4.52492282398402
"ASHGV40028706",-1.03534889416667,9.17523797625,-8.0917777018822,4.36221638123472e-06,0.000196856356022036,4.51748715151137
"ASHGV40028727",-1.65597717383333,3.97962441291667,-8.09132814877034,4.36462129158716e-06,0.000196856356022036,4.51691783826478
"ASHGV40031354",-1.1037496835,7.33714917975,-8.08667317530565,4.38960715107134e-06,0.000197688281944882,4.51102136655954
"ASHGV40043142",2.27856087733334,4.66690403583333,8.08606035666043,4.39290791004524e-06,0.000197688281944882,4.51024491376892
"ASHGV40007977",-1.2097817515,3.65126884991667,-8.08488167452267,4.39926400893337e-06,0.000197688281944882,4.50875137484707
"ASHGV40011740",1.02732184966667,4.34172722316667,8.07098284042341,4.47496297250303e-06,0.000200205381549872,4.49112724686303
"ASHGV40012083",-1.57924973233333,3.4879545915,-8.06987773491221,4.4810415483985e-06,0.000200330461135143,4.48972494697614
"ASHGV40022593",-1.220634707,10.4434860631667,-8.06719857113866,4.49581495887614e-06,0.000200550155007644,4.48632467160511
"ASHGV40058056",1.059858975,4.564848352,8.06283496412432,4.51998870284102e-06,0.000201334153724212,4.48078473210313
"ASHGV40003829",1.02941928783333,5.08199583158333,8.0487624191229,4.59890346267714e-06,0.000204444971313213,4.46290296039383
"ASHGV40059762",-1.0315884725,4.77640009375,-8.04799873108262,4.60322808377612e-06,0.000204444971313213,4.46193187264664
"ASHGV40059259",1.10298713,11.525216575,8.04669844028845,4.61060142779819e-06,0.000204516995526604,4.4602782920969
"ASHGV40025000",-1.43764866766667,4.29235815116667,-8.04605372052026,4.61426203208225e-06,0.000204516995526604,4.45945832619278
"ASHGV40029346",-1.285944928,10.692204626,-8.0403166111506,4.64697399937078e-06,0.000205375466410344,4.45215956764147
"ASHGV40051856",-1.63919866566667,7.7970986525,-8.04018326476783,4.64773726915124e-06,0.000205375466410344,4.45198987708993
"ASHGV40051149",-1.29727753483333,3.19248097525,-8.03788062013854,4.66093876082365e-06,0.000205660973926611,4.44905929851361
"ASHGV40041014",1.70614206,3.741337123,8.03640627812811,4.66941256240629e-06,0.000205886005930839,4.44718256648534
"ASHGV40029143",-1.06452013766667,5.19179815466667,-8.02975660654942,4.70783757447407e-06,0.000207131276239874,4.43871475670193
"ASHGV40024302",1.707083169,3.648487538,8.02761056763886,4.72031072569751e-06,0.00020738102356009,4.4359808155801
"ASHGV40042792",-1.089085799,6.19435873183333,-8.02624079547709,4.72829061459525e-06,0.000207582162924504,4.43423550739868
"ASHGV40046921",1.98263415166666,12.0343919125,8.02277265272882,4.74855978070268e-06,0.000208023052446231,4.42981552903691
"ASHGV40012258",1.24131621866667,4.5179930455,8.0219624528672,4.75330832206995e-06,0.000208081698024388,4.42878275993294
"ASHGV40011647",-3.03969795216667,7.02108992225,-8.01888679090588,4.77138105759011e-06,0.000208573608637807,4.42486146496604
"ASHGV40041170",1.49003099883333,8.85190697625,7.9965792370729,4.90468851259267e-06,0.000213584597888067,4.39638641216232
"ASHGV40043808",-1.3397250365,4.86089499625,-7.98880472836698,4.95208249511713e-06,0.0002147803000583,4.38644830300471
"ASHGV40049094",-1.17206919883333,5.25710180091667,-7.98210975532406,4.99328933240921e-06,0.000216260105195841,4.37788429413693
"ASHGV40027595",-1.0963341315,6.08461013575,-7.9734162490848,5.0473467096861e-06,0.000217969407265565,4.3667557164676
"ASHGV40011816",1.09179200283333,3.97868281358333,7.9667229587128,5.08939415431871e-06,0.000219002066368104,4.35818137503872
"ASHGV40016860",-1.1970393715,3.10187660408333,-7.96635469403745,5.0917184833381e-06,0.000219002066368104,4.35770945720062
"ASHGV40019677",-1.0485988625,5.20457592091667,-7.96364862183424,5.10883301900643e-06,0.000219169035484151,4.35424121878123
"ASHGV40025774",-1.051319472,8.38817137833333,-7.96010668429477,5.13132728265968e-06,0.000219743239366333,4.34970034974124
"ASHGV40025446",-1.14694067116667,4.77246631975,-7.95767610349227,5.14682495792187e-06,0.000220098000162736,4.3465833914259
"ASHGV40042370",1.16765478766666,6.27120140066667,7.95580803080525,5.15877013550039e-06,0.00022031979332273,4.34418730141876
"ASHGV40042811",-1.750020973,4.15951072266667,-7.95573586593148,5.15923218173474e-06,0.00022031979332273,4.3440947303823
"ASHGV40021448",-1.06740113883333,4.95320701208333,-7.95210189713039,5.18255669963208e-06,0.000221006526931061,4.33943236066304
"ASHGV40047787",2.51157058016667,8.28632304541667,7.95019791009414,5.19482251712924e-06,0.000221374894752301,4.33698891080169
"ASHGV40035093",-1.23823124683333,5.97789205341667,-7.94236754299964,5.24559545959882e-06,0.000222760763623214,4.32693530490849
"ASHGV40044586",1.47203442833333,4.65071272716667,7.93281917038486,5.30822950656552e-06,0.000224638971850662,4.31466580957644
"ASHGV40046152",-1.41020031983334,4.23632026541667,-7.92977708460574,5.32835266566525e-06,0.000224819482728824,4.31075444867338
"ASHGV40033392",1.17955065633333,7.53533246616667,7.92939052718534,5.33091556614789e-06,0.000224819482728824,4.31025735182105
"ASHGV40008551",1.23775839533333,6.92518019266667,7.92468638399947,5.36221050814063e-06,0.000225983103624844,4.30420655858344
"ASHGV40055866",1.8404410705,4.31344595575,7.91952896134933,5.39674754054738e-06,0.000227124911665078,4.29756962471268
"ASHGV40043964",-1.0454731735,4.88815562008333,-7.91442989960978,5.43112840903186e-06,0.000227786378029389,4.29100460292761
"ASHGV40033381",-1.066241867,4.06844868266667,-7.90942549956422,5.46509952244316e-06,0.00022899004933733,4.28455837104955
"ASHGV40048668",-1.53826913166667,10.6459050408333,-7.90152001295925,5.5192291402684e-06,0.000230373077329507,4.27436897774664
"ASHGV40005596",-1.28300868766667,3.6936381705,-7.89863159897511,5.5391495674029e-06,0.000230543257771068,4.27064419101678
"ASHGV40056082",-1.81876713733333,3.31393402083333,-7.88974396464401,5.6009297883999e-06,0.000232522002271901,4.25917664011985
"ASHGV40048449",1.12434211166667,7.53318283016667,7.88970599254399,5.60119532216332e-06,0.000232522002271901,4.25912762467737
"ASHGV40042400",1.38454782183333,8.39772277841667,7.87685971268565,5.6918072399379e-06,0.000235962530577426,4.24253515219406
"ASHGV40051435",-2.44820909366667,4.33682725583333,-7.87311336040023,5.71852746037479e-06,0.000236588081180957,4.23769249058384
"ASHGV40048228",1.52477864166667,5.220473878,7.86839477960703,5.75237350100508e-06,0.000237666107329272,4.23159064371002
"ASHGV40045466",1.84476925133333,9.10211555433333,7.86540821288738,5.77390689879417e-06,0.000238268172231547,4.22772714400275
"ASHGV40023976",2.40128669833334,13.9013533875,7.86222301584243,5.79696772817899e-06,0.000239023080165131,4.22360548425991
"ASHGV40008643",2.678517542,10.4156104023333,7.86141955766202,5.80280035212385e-06,0.000239102018020261,4.22256560887648
"ASHGV40011857",-2.06310980133333,8.89739159166667,-7.85727612625526,5.83297925005739e-06,0.000240021392957183,4.21720171574308
"ASHGV40000842",1.303782275,5.234551507,7.85333199665509,5.86186292343936e-06,0.000241047387493237,4.21209386959826
"ASHGV40046195",-1.557323447,3.8401613465,-7.84999316970115,5.88643371806811e-06,0.000241488974846437,4.20776842617007
"ASHGV40037694",1.50622329666667,4.36196640483333,7.84553234543091,5.91943390180241e-06,0.000242519296789115,4.20198729801285
"ASHGV40002528",1.30809067816667,5.54385516208333,7.84471843583552,5.9254763947393e-06,0.000242519296789115,4.20093222535658
"ASHGV40050917",1.33640626166666,13.8278187341667,7.8436140012831,5.93368633385092e-06,0.00024269254345638,4.19950041425313
"ASHGV40047603",-1.0547188855,10.13209001225,-7.83973155196678,5.962643901394e-06,0.000243713584352758,4.19446593758734
"ASHGV40049316",1.35350365483334,6.43956172425,7.83834057617303,5.97305544790181e-06,0.000243975726675207,4.1926617702664
"ASHGV40043211",1.5786353505,3.62978614975,7.83531380186478,5.99577847689528e-06,0.000244576461078916,4.18873506459125
"ASHGV40013328",-1.1417431485,6.19332616275,-7.83018878514282,6.0344653434771e-06,0.000245825909960178,4.18208368619691
"ASHGV40013768",-1.75569726466667,5.48046837316667,-7.81752735057205,6.13119396504135e-06,0.000249101185434543,4.165637468798
"ASHGV40040126",1.55015965416667,10.3141400945833,7.81415098305787,6.15726798786992e-06,0.000249827873465275,4.16124848976862
"ASHGV40029983",-1.07127595033333,8.897803876,-7.80967681927395,6.19200305785838e-06,0.000250928759478251,4.15543030417272
"ASHGV40060673",2.3322102245,10.3380857944167,7.80751744663985,6.20884241288928e-06,0.000251379963945438,4.15262137950773
"ASHGV40003634",-1.18665426516667,10.9028944874167,-7.8046533509975,6.23125317337125e-06,0.00025199204350683,4.1488948580756
"ASHGV40019961",-1.10050590666667,7.061474932,-7.80378532945837,6.23806231638674e-06,0.000252100340923963,4.14776526093624
"ASHGV40056003",1.13518271516666,3.56038188741667,7.80178978802394,6.25374649125646e-06,0.00025239988484288,4.14516801607261
"ASHGV40012936",-1.015142514,9.6047320075,-7.80082580563873,6.2613381555873e-06,0.000252539259488803,4.14391319359838
"ASHGV40043138",1.53704838983333,9.89212583041667,7.79897871762375,6.27591217241861e-06,0.000252959884022241,4.14150850543945
"ASHGV40030356",1.34765387083333,9.97539819291667,7.7947740422297,6.3092239847282e-06,0.000253799660147695,4.13603294617149
"ASHGV40051324",1.04884465216667,3.66635945591667,7.79363306565971,6.31829610912793e-06,0.000253997168487103,4.13454672649419
